title,description,timestamp,concat,relevant,score
Steel Tariffs Are Raising the Price of Canned Foods,The cost to put food in cans remains high because manufacturers must still import steel from overseas. U.S. Steel plans to reopen a tin-plate factory.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=9, tm_min=1, tm_sec=29, tm_wday=1, tm_yday=132, tm_isdst=0)",Steel Tariffs Are Raising the Price of Canned Foods | The cost to put food in cans remains high because manufacturers must still import steel from overseas. U.S. Steel plans to reopen a tin-plate factory.,1,0.7540104389190674
Why Your Life Is Now on Subscriptions,"As companies look to build cash flow and loyalty, everything from heated car seats to earthworm deliveries can become a recurring charge on your credit card.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=41, tm_sec=7, tm_wday=2, tm_yday=133, tm_isdst=0)","Why Your Life Is Now on Subscriptions | As companies look to build cash flow and loyalty, everything from heated car seats to earthworm deliveries can become a recurring charge on your credit card.",1,0.6504672765731812
"China Seeks A.I. Independence, Weakening Trump’s Leverage","Before this week’s U.S.-Chinese summit, Beijing reached a milestone in its quest for technological self-sufficiency.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=5, tm_min=36, tm_sec=10, tm_wday=1, tm_yday=132, tm_isdst=0)","China Seeks A.I. Independence, Weakening Trump’s Leverage | Before this week’s U.S.-Chinese summit, Beijing reached a milestone in its quest for technological self-sufficiency.",1,0.5598917603492737
Byron Allen Is Buying a Controlling Stake in BuzzFeed,"Jonah Peretti, BuzzFeed’s co-founder 20 years ago, will step down as chief executive and serve as its president of A.I.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=22, tm_min=48, tm_sec=7, tm_wday=0, tm_yday=131, tm_isdst=0)","Byron Allen Is Buying a Controlling Stake in BuzzFeed | Jonah Peretti, BuzzFeed’s co-founder 20 years ago, will step down as chief executive and serve as its president of A.I.",1,0.5867300629615784
Why Is Gas So Much More Expensive in Some States Than Others?,"Shipping, taxes, competition and environmental regulations all play a part in the cost of gasoline. That can lead to stark differences in pump prices.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=6, tm_hour=17, tm_min=26, tm_sec=33, tm_wday=2, tm_yday=126, tm_isdst=0)","Why Is Gas So Much More Expensive in Some States Than Others? | Shipping, taxes, competition and environmental regulations all play a part in the cost of gasoline. That can lead to stark differences in pump prices.",1,0.6099889278411865
Is It Time to Tax the Oil and Gas Industry’s Windfall?,"The war in Iran has meant big profits for fossil fuel companies, prompting some lawmakers to call for a tax. But that would be easier said than done.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=19, tm_min=1, tm_sec=4, tm_wday=1, tm_yday=125, tm_isdst=0)","Is It Time to Tax the Oil and Gas Industry’s Windfall? | The war in Iran has meant big profits for fossil fuel companies, prompting some lawmakers to call for a tax. But that would be easier said than done.",1,0.7478001713752747
More Than 150 Wind Projects Stall as Pentagon Delays Reviews,"The delays, which companies say have worsened significantly in recent weeks, are the latest step in the Trump administration’s efforts to block wind power.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=5, tm_hour=14, tm_min=33, tm_sec=1, tm_wday=1, tm_yday=125, tm_isdst=0)","More Than 150 Wind Projects Stall as Pentagon Delays Reviews | The delays, which companies say have worsened significantly in recent weeks, are the latest step in the Trump administration’s efforts to block wind power.",1,0.832304835319519
U.S. Warns China Over Iranian Oil as Sanctions Fight Intensifies,China told its independent refineries to disregard U.S. sanctions over their purchases of Iranian crude.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=4, tm_hour=17, tm_min=32, tm_sec=17, tm_wday=0, tm_yday=124, tm_isdst=0)",U.S. Warns China Over Iranian Oil as Sanctions Fight Intensifies | China told its independent refineries to disregard U.S. sanctions over their purchases of Iranian crude.,1,0.918553352355957
A Maker of Pet Toys in Ukraine Turns to Killer Drones,An entrepreneur behind drones that make the final strike themselves epitomizes the transformation of Ukraine’s civilian technology industry into a defense powerhouse.,"time.struct_time(tm_year=2026, tm_mon=4, tm_mday=9, tm_hour=20, tm_min=9, tm_sec=35, tm_wday=3, tm_yday=99, tm_isdst=0)",A Maker of Pet Toys in Ukraine Turns to Killer Drones | An entrepreneur behind drones that make the final strike themselves epitomizes the transformation of Ukraine’s civilian technology industry into a defense powerhouse.,1,0.6881541609764099
Kickstarter’s C.E.O. on Running a Fully Remote Company With a Four-Day Workweek,"Everette Taylor took over Kickstarter at a low moment for the crowdfunding pioneer, which made its name with small projects but now attracts major multinationals and celebrities.","time.struct_time(tm_year=2026, tm_mon=3, tm_mday=1, tm_hour=10, tm_min=1, tm_sec=13, tm_wday=6, tm_yday=60, tm_isdst=0)","Kickstarter’s C.E.O. on Running a Fully Remote Company With a Four-Day Workweek | Everette Taylor took over Kickstarter at a low moment for the crowdfunding pioneer, which made its name with small projects but now attracts major multinationals and celebrities.",1,0.38861802220344543
These A.I. Dreamers Don’t Fit the Stereotype,"Young tech entrepreneurs in San Francisco are hoping to cash in, even as they wonder how artificial intelligence will affect society.","time.struct_time(tm_year=2026, tm_mon=2, tm_mday=11, tm_hour=22, tm_min=0, tm_sec=25, tm_wday=2, tm_yday=42, tm_isdst=0)","These A.I. Dreamers Don’t Fit the Stereotype | Young tech entrepreneurs in San Francisco are hoping to cash in, even as they wonder how artificial intelligence will affect society.",1,0.4664202630519867
"The Drama at Thinking Machines, a New A.I. Start-Up, Is Riveting Silicon Valley","Defections, secret conversations, deal talks that fizzled and a battle for control: The turmoil at Thinking Machines Lab is the artificial intelligence industry’s latest drama.","time.struct_time(tm_year=2026, tm_mon=1, tm_mday=22, tm_hour=16, tm_min=59, tm_sec=29, tm_wday=3, tm_yday=22, tm_isdst=0)","The Drama at Thinking Machines, a New A.I. Start-Up, Is Riveting Silicon Valley | Defections, secret conversations, deal talks that fizzled and a battle for control: The turmoil at Thinking Machines Lab is the artificial intelligence industry’s latest drama.",1,0.9941003918647766
"Before Trump, Greensboro, Vermont Was a Foodie Mecca for Canadians","Greensboro’s economy depended on friendly relations with Canada. But after tariffs and threats to make the country the “51st state,” neighborly ties have frayed.","time.struct_time(tm_year=2026, tm_mon=1, tm_mday=20, tm_hour=1, tm_min=42, tm_sec=17, tm_wday=1, tm_yday=20, tm_isdst=0)","Before Trump, Greensboro, Vermont Was a Foodie Mecca for Canadians | Greensboro’s economy depended on friendly relations with Canada. But after tariffs and threats to make the country the “51st state,” neighborly ties have frayed.",1,0.953057050704956
The New Billionaires of the A.I. Boom,"Just like past tech booms, the latest frenzy has produced a group of billionaires — at least on paper — from smaller start-ups.","time.struct_time(tm_year=2025, tm_mon=12, tm_mday=29, tm_hour=22, tm_min=53, tm_sec=31, tm_wday=0, tm_yday=363, tm_isdst=0)","The New Billionaires of the A.I. Boom | Just like past tech booms, the latest frenzy has produced a group of billionaires — at least on paper — from smaller start-ups.",1,0.6686639189720154
Private Equity Lashes Out at New Research on Carried Interest,Estimates by researchers at Yale found that closing the carried interest loophole could lead to billions more in tax revenues than previously estimated.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=12, tm_min=9, tm_sec=19, tm_wday=0, tm_yday=131, tm_isdst=0)",Private Equity Lashes Out at New Research on Carried Interest | Estimates by researchers at Yale found that closing the carried interest loophole could lead to billions more in tax revenues than previously estimated.,1,0.9635405540466309
Anduril Raises $5 Billion in Funding and Is Valued at $61 Billion,"The start-up, which makes A.I.-backed weapons, was valued at $61 billion in the financing round, double what it was a year ago.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=7, tm_min=0, tm_sec=22, tm_wday=2, tm_yday=133, tm_isdst=0)","Anduril Raises $5 Billion in Funding and Is Valued at $61 Billion | The start-up, which makes A.I.-backed weapons, was valued at $61 billion in the financing round, double what it was a year ago.",1,0.6275803446769714
All Those A.I. Note Takers? They’re Making Lawyers Very Nervous.,"A trendy productivity hack, A.I. note takers are capturing every joke and offhand comment in many meetings. They could also potentially waive attorney-client privilege.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=9, tm_hour=20, tm_min=15, tm_sec=8, tm_wday=5, tm_yday=129, tm_isdst=0)","All Those A.I. Note Takers? They’re Making Lawyers Very Nervous. | A trendy productivity hack, A.I. note takers are capturing every joke and offhand comment in many meetings. They could also potentially waive attorney-client privilege.",1,0.9940196871757507
Meta’s Embrace of A.I. Is Making Its Employees Miserable,"As it adapts to the artificial intelligence era, the company is pushing many of its 78,000 workers to use the technology, and preparing to lay some of them off.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=8, tm_hour=14, tm_min=18, tm_sec=51, tm_wday=4, tm_yday=128, tm_isdst=0)","Meta’s Embrace of A.I. Is Making Its Employees Miserable | As it adapts to the artificial intelligence era, the company is pushing many of its 78,000 workers to use the technology, and preparing to lay some of them off.",1,0.9754368662834167
